isolate	haplotype	interest	ident	contain
Pca60-7	hap6	N	99.24	85.28
Pca61-8	hap6	N	99.24	85.21
Pca62-9	hap6	N	99.25	85.35
Pca65-12	hap6	N	99.25	85.41
Pca70-17	hap6	N	99.24	85.18
Pca70-2	hap6	N	99.24	85.18
Pca73-20	hap6	N	99.24	85.28
Pca77-46	hap6	N	99.34	87.08
PCA84-1-1_1	hap6	N	99.24	85.28
PCA84-1-1	hap6	N	99.24	85.21
Pca85-1	hap6	N	99.24	85.17
Pca85-26	hap6	N	99.24	85.26
UVPca10-98	hap6	N	99.24	85.23
UVPca14-98	hap6	N	99.24	85.13
UVPca1-98	hap6	N	99.25	85.32
UVPca8-98	hap6	N	99.24	85.22
22WA53	hap6	N	99.30	86.22
22WA54	hap6	N	99.29	86.05
22WA29	hap6	N	99.32	86.58
22SA11	hap6	N	99.30	86.30
22SA10	hap6	N	99.31	86.49
22WA45	hap6	N	99.39	87.96
22WA46	hap6	N	99.31	86.54
22WA47	hap6	N	99.25	85.45
22WA55	hap6	N	99.29	86.03
22WA23	hap6	N	99.27	85.70
22WA32	hap6	N	99.52	90.32
22SA92-02	hap6	N	99.31	86.41
23WA16	hap6	N	99.43	88.70
23WA44	hap6	N	99.28	85.87
Pca203	hap23	N	99.63	92.55
20NSW19	hap23	N	99.25	85.35
20NSW20	hap23	N	99.23	85.04
20ACT27	hap23	N	99.32	86.70
21ACT106	hap23	N	99.24	85.28
21ACT112	hap23	N	99.24	85.28
21NSW141	hap23	N	99.25	85.33
21WA138	hap23	N	99.26	85.54
22SA12	hap23	N	99.29	86.12
22WA27	hap23	N	99.28	85.88
22WA22	hap23	N	99.29	86.08
22WA43	hap23	N	99.33	86.75
22VIC01	hap23	N	99.30	86.31
22NSW121	hap23	N	99.27	85.66
22NSW75	hap23	N	99.26	85.50
22NSW76	hap23	N	99.48	89.60
22NSW84	hap23	N	99.29	86.18
22VIC49	hap23	N	99.55	90.99
22VIC67	hap23	N	99.32	86.69
22VIC71	hap23	N	99.30	86.23
22VIC74	hap23	N	99.43	88.73
22WA18	hap23	N	99.26	85.55
22WA19	hap23	N	99.25	85.40
22WA26	hap23	N	99.28	85.91
22WA62	hap23	N	99.29	86.04
22WA63	hap23	N	99.26	85.56
22WA65	hap23	N	99.29	86.03
22VIC68	hap23	N	99.24	85.24
22VIC69	hap23	N	99.25	85.40
22VIC70	hap23	N	99.25	85.46
22VIC72	hap23	N	99.25	85.40
22NSW77	hap23	N	99.30	86.33
22NSW78	hap23	N	99.27	85.75
22NSW82	hap23	N	99.49	89.88
22NSW95	hap23	N	99.25	85.33
22NSW96	hap23	N	99.27	85.66
22NSW98	hap23	N	99.24	85.27
22NSW99	hap23	N	99.26	85.56
22NSW100	hap23	N	99.25	85.44
22NSW104	hap23	N	99.49	89.81
22SA131	hap23	N	99.30	86.26
23WA01	hap23	N	99.32	86.72
23VIC03	hap23	N	99.30	86.33
23WA17	hap23	N	99.33	86.84
23SA22	hap23	N	99.38	87.80
23NSW25	hap23	N	99.28	85.96
23SA52	hap23	N	99.30	86.33
23VIC53	hap23	N	99.31	86.53
23VIC59	hap23	N	99.30	86.22
20ACT14	hap23	1	99.60	91.92
20ACT25	hap23	1	99.85	96.98
20QLD11	hap23	1	99.57	91.31
20QLD86	hap23	1	99.56	91.12
20WA97	hap23	1	99.56	91.24
21NSW100	hap23	1	99.55	90.98
21NSW102	hap23	1	99.55	90.98
21QLD135	hap23	1	99.57	91.30
22NSW08	hap23	1	99.60	91.97
22NSW79	hap23	1	99.58	91.59
22QLD110	hap23	1	99.57	91.36
22QLD118	hap23	1	99.59	91.72
22NSW103	hap23	1	99.59	91.81
22NSW107	hap23	1	99.60	91.90
22NSW123	hap23	1	99.60	91.92
22NSW97	hap23	1	99.57	91.37
22QLD114	hap23	1	99.58	91.47
22QLD116	hap23	1	99.64	92.63
22VIC117	hap23	1	99.66	93.08
22SA132	hap23	1	99.58	91.47
22VIC126	hap23	1	99.70	93.79
22VIC128	hap23	1	99.58	91.47
22NSW80	hap23	1	99.57	91.42
22NSW81	hap23	1	99.59	91.68
22NSW101	hap23	1	99.56	91.12
22NSW102	hap23	1	99.56	91.14
22NSW105	hap23	1	99.56	91.16
22NSW106	hap23	1	99.57	91.26
22NSW108	hap23	1	99.57	91.29
22NSW109	hap23	1	99.56	91.15
22VIC130	hap23	1	99.56	91.13
23WA07	hap23	1	99.63	92.44
23VIC09	hap23	1	99.59	91.82
23WA20	hap23	1	99.60	91.85
23WA43	hap23	1	99.61	92.15
20ACT40	hap23	2	100.00	99.94
20ACT80	hap23	2	100.00	99.96
21ACT105	hap23	2	100.00	99.95
21ACT116	hap23	2	100.00	99.98
21NSW142	hap23	2	100.00	99.91
23NSW13	hap23	2	100.00	99.94
22WA50	hap23	3	99.30	86.22
22WA51	hap23	3	99.25	85.34
22QLD111	hap23	3	99.37	87.63
22QLD112	hap23	3	99.23	84.97
TW-19061	hap23	4	99.55	91.01
TW-NTU01	hap23	4	99.56	91.06
TW-NTU03	hap23	4	99.56	91.14
TW-NTU04	hap23	4	99.56	91.06
TW-SW01	hap23	4	99.56	91.08
20WA71	hap23	N	99.25	85.33
20WA72	hap23	N	99.21	84.60
20WA93	hap23	N	99.18	84.14
20WA95	hap23	N	99.21	84.75
21WA136	hap23	N	99.20	84.53
21WA137	hap23	N	99.20	84.46
22WA25	hap23	N	99.27	85.71
22WA34	hap23	N	99.31	86.39
23SA24	hap23	N	99.28	85.89
23SA31	hap23	N	99.27	85.78
90AR100-1	hap23	N	99.57	91.34
90MN14B-1	hap23	N	99.54	90.77
90MN7B-1	hap23	N	99.54	90.69
90KS101-1	hap23	N	99.58	91.56
90MN153-1	hap23	N	99.59	91.82
90MN3B-1	hap23	N	99.59	91.72
90TX52-1	hap23	N	99.60	91.97
90TX58-1	hap23	N	99.58	91.57
17FL16-1	hap23	N	99.57	91.27
17LA50-2	hap23	N	99.70	93.94
17LA50-3	hap23	N	99.56	91.24
17TX12-3	hap23	N	99.57	91.25
17TX15-3	hap23	N	99.58	91.50
17TX44-3	hap23	N	99.57	91.33
17TX59-2	hap23	N	99.60	91.94
18MNBT-34	hap23	N	99.50	90.07
18MNBT-36	hap23	N	99.52	90.32
18MNBT-50	hap23	N	99.51	90.25
20WA73	hap23	N	99.25	85.41
20WA94	hap23	N	99.26	85.61
22WA31	hap23	N	99.30	86.32
22WA30	hap23	N	99.28	85.90
22WA09	hap23	N	99.33	86.75
22WA86	hap23	N	99.30	86.36
22WA88	hap23	N	99.36	87.31
22WA89	hap23	N	99.35	87.19
22WA64	hap23	N	99.27	85.76
23VIC51	hap23	N	99.51	90.11
23NSW54	hap23	N	99.31	86.48
21WA134	hap23	N	99.29	86.18
22WA15	hap23	N	99.24	85.27
22WA28	hap23	N	99.22	84.82
22WA33	hap23	N	99.28	85.94
22WA56	hap23	N	99.21	84.68
22WA57	hap23	N	99.23	84.96
22WA58	hap23	N	99.21	84.71
20WA89	hap23	N	99.26	85.61
21WA139	hap23	N	99.21	84.66
12NC29	hap23	N	99.62	92.25
12SD80	hap23	N	99.55	91.03
15FL1-2	hap23	N	99.53	90.62
15FL1-4	hap23	N	99.50	90.09
15MN10-4	hap23	N	99.49	89.84
15MN10-5	hap23	N	99.54	90.82
15MN13-4	hap23	N	99.48	89.58
15MN14-4	hap23	N	99.52	90.33
15MN16-3	hap23	N	99.52	90.32
15MN17-5	hap23	N	99.53	90.66
15MN18-1	hap23	N	99.50	90.05
15MN18-3	hap23	N	99.49	89.82
15MN23-1	hap23	N	99.48	89.72
15MN24-1	hap23	N	99.49	89.84
15MN25-3	hap23	N	99.53	90.49
15MN27-3	hap23	N	99.50	90.07
15MS7-1	hap23	N	99.51	90.29
15ND19-5	hap23	N	99.52	90.41
15ND20-3	hap23	N	99.51	90.29
15ND20-4	hap23	N	99.52	90.44
15NE8-4	hap23	N	99.49	89.75
15NE8-5	hap23	N	99.50	89.99
15NE9-1	hap23	N	99.54	90.70
15NE9-3	hap23	N	99.54	90.73
15OH12-3	hap23	N	99.54	90.71
15SD11-1	hap23	N	99.49	89.74
15SD11-2	hap23	N	99.51	90.23
15SD30-1	hap23	N	99.53	90.59
15SD30-3	hap23	N	99.53	90.66
15TX3-1	hap23	N	99.54	90.68
16IL75-3	hap23	N	99.57	91.40
16MN100-2	hap23	N	99.46	89.17
16MN101-1	hap23	N	99.49	89.86
16MN102-1	hap23	N	99.50	89.98
16MN102-3	hap23	N	99.50	89.96
16MN105-1	hap23	N	99.46	89.33
16MN106-3	hap23	N	99.48	89.70
16MN107-1	hap23	N	99.49	89.73
16MN107-3	hap23	N	99.49	89.78
16MN110-1	hap23	N	99.48	89.68
16MN110-2	hap23	N	99.49	89.84
16MN118-2	hap23	N	99.50	90.02
16MN119-1	hap23	N	99.53	90.58
16MN121-2	hap23	N	99.50	90.04
16MN84-1	hap23	N	99.49	89.89
16MN85-1	hap23	N	99.52	90.34
16MN88-3	hap23	N	99.49	89.74
16MN90-2	hap23	N	99.48	89.62
16MN93-1	hap23	N	99.56	91.20
16MN93-2	hap23	N	99.52	90.35
16MN94-1	hap23	N	99.52	90.41
16MN94-2	hap23	N	99.56	91.18
16MN98-2	hap23	N	99.46	89.20
16MN98-3	hap23	N	99.47	89.52
16MN99-1	hap23	N	99.52	90.36
16MN99-2	hap23	N	99.51	90.21
16MN99-3	hap23	N	99.48	89.59
16SD69-1	hap23	N	99.52	90.38
16SD74-2	hap23	N	99.52	90.40
16WI76-1	hap23	N	99.49	89.86
17AR69-3	hap23	N	99.55	90.90
17FL20-1	hap23	N	99.54	90.69
17FL20-2	hap23	N	99.53	90.67
17FL20-3	hap23	N	99.53	90.62
17FL21-2	hap23	N	99.53	90.67
17FL22-2	hap23	N	99.53	90.65
17FL23-1	hap23	N	99.53	90.61
17FL23-2	hap23	N	99.53	90.53
17FL26-3	hap23	N	99.53	90.54
17IA105-1	hap23	N	99.57	91.33
17IA106-3	hap23	N	99.52	90.42
17IA108-2	hap23	N	99.50	90.03
17IA111-3	hap23	N	99.50	90.06
17IA116-1	hap23	N	99.49	89.81
17IL75-3	hap23	N	99.52	90.37
17IL76-1	hap23	N	99.51	90.28
17LA48-2	hap23	N	99.55	90.92
17LA49-3	hap23	N	99.53	90.66
17LA67-2	hap23	N	99.54	90.72
17MN145-1	hap23	N	99.52	90.48
17MN145-2	hap23	N	99.52	90.42
17MN146-1	hap23	N	99.50	90.06
17MN146-2	hap23	N	99.50	90.02
17MN150-1	hap23	N	99.54	90.68
17MN150-2	hap23	N	99.53	90.64
17MN78-2	hap23	N	99.49	89.85
17MNBT-10	hap23	N	99.51	90.19
17MNBT-11	hap23	N	99.48	89.54
17MNBT-12	hap23	N	99.51	90.19
17MNBT-13	hap23	N	99.49	89.82
17MNBT-14	hap23	N	99.52	90.30
17MNBT-15	hap23	N	99.50	90.02
17MNBT-16	hap23	N	99.49	89.86
17MNBT-17	hap23	N	99.53	90.61
17MNBT-18	hap23	N	99.47	89.46
17MNBT-19	hap23	N	99.49	89.76
17MNBT-20	hap23	N	99.54	90.70
17MNBT-21	hap23	N	99.50	89.95
17MNBT-23	hap23	N	99.50	90.10
17MNBT-24	hap23	N	99.49	89.78
17MNBT-2	hap23	N	99.49	89.87
17MNBT-3	hap23	N	99.50	89.95
17MNBT-4	hap23	N	99.49	89.85
17MNBT-5	hap23	N	99.50	90.02
17MNBT-6	hap23	N	99.50	90.06
17MNBT-7	hap23	N	99.51	90.26
17MNBT-8	hap23	N	99.50	90.04
17MNBT-9	hap23	N	99.51	90.22
17MS65-1	hap23	N	99.51	90.18
17MS65-3	hap23	N	99.51	90.20
17SD126-1	hap23	N	99.52	90.47
17SD126-2	hap23	N	99.53	90.61
17SD126-3	hap23	N	99.50	89.97
17SD129-3	hap23	N	99.52	90.35
17SD132-1	hap23	N	99.49	89.74
17SD133-2	hap23	N	99.49	89.78
17SD80-2	hap23	N	99.58	91.47
17TX1-2	hap23	N	99.51	90.21
17TX62-3	hap23	N	99.56	91.10
17TX9-2	hap23	N	99.54	90.71
18MNBT-37	hap23	N	99.54	90.86
18MNBT-38	hap23	N	99.50	89.93
18MNBT-39	hap23	N	99.47	89.36
18MNBT-41	hap23	N	99.49	89.83
18MNBT-42	hap23	N	99.46	89.34
18MNBT-43	hap23	N	99.60	91.84
18MNBT-44	hap23	N	99.51	90.14
18MNBT-45	hap23	N	99.68	93.54
18MNBT-46	hap23	N	99.52	90.48
18MNBT-47	hap23	N	99.52	90.33
18MNBT-49	hap23	N	99.50	89.98
18MNBT-51	hap23	N	99.48	89.66
18MNBT-52	hap23	N	99.54	90.84
18MNBT-53	hap23	N	99.50	90.00
18MNBT-54	hap23	N	99.50	90.08
18MNBT-55	hap23	N	99.49	89.81
18MNBT-56	hap23	N	99.46	89.23
18MNBT-57	hap23	N	99.50	90.06
18MNBT-58	hap23	N	99.50	90.10
90GA16-1	hap23	N	99.59	91.65
90LA38-1	hap23	N	99.59	91.81
90MN137-1	hap23	N	99.55	90.95
90MN13B-3	hap23	N	99.55	91.05
90MN148-1	hap23	N	99.57	91.27
90MN17B-1	hap23	N	99.57	91.29
90MN1B-1	hap23	N	99.51	90.28
90MN2B-1	hap23	N	99.51	90.21
90MN5B-1	hap23	N	99.26	85.53
90MN8B-2	hap23	N	99.55	90.90
90MN9B-4	hap23	N	99.58	91.58
90PA162-1	hap23	N	99.56	91.17
90SD164-1	hap23	N	99.59	91.79
90SD171-1	hap23	N	99.55	90.95
90SD172-1	hap23	N	99.60	91.91
90TX45-1	hap23	N	99.48	89.61
90TX47-1	hap23	N	99.55	91.03
90TX70-1	hap23	N	99.63	92.56
90WI131-1	hap23	N	99.53	90.65
90WI132-1	hap23	N	99.54	90.80
PCA16-15-1-1	hap23	N	99.29	86.09
Pca2016-10-1	hap23	N	99.22	84.92
Pca2016-1-1	hap23	N	99.23	85.04
Pca2016-13-1	hap23	N	99.26	85.53
Pca2016-15-1	hap23	N	99.26	85.52
Pca2016-16-1	hap23	N	99.22	84.88
Pca2016-2-1	hap23	N	99.23	84.98
Pca2016-3-2	hap23	N	99.22	84.89
Pca2016-6-2	hap23	N	99.23	84.95
Pca2016-8-1	hap23	N	99.23	85.07
Pca2016-9-2	hap23	N	99.23	84.98
Pca43-1	hap23	N	99.24	85.13
Pca56-3	hap23	N	99.24	85.16
Pca57-4	hap23	N	99.23	84.98
Pca58-3	hap23	N	99.23	85.05
Pca59-6	hap23	N	99.23	84.98
Pca60-7	hap23	N	99.23	85.06
Pca61-8	hap23	N	99.23	84.98
Pca62-9	hap23	N	99.23	85.09
Pca65-12	hap23	N	99.24	85.16
Pca70-17	hap23	N	99.23	84.96
Pca70-2	hap23	N	99.23	84.98
Pca73-20	hap23	N	99.23	85.01
Pca77-46	hap23	N	99.33	86.89
PCA84-1-1_1	hap23	N	99.23	85.03
PCA84-1-1	hap23	N	99.23	85.00
Pca85-1	hap23	N	99.23	84.96
Pca85-26	hap23	N	99.23	85.00
UVPca10-98	hap23	N	99.23	85.02
UVPca14-98	hap23	N	99.22	84.90
UVPca1-98	hap23	N	99.23	85.05
UVPca8-98	hap23	N	99.23	85.01
22WA53	hap23	N	99.26	85.62
22WA54	hap23	N	99.25	85.39
22WA29	hap23	N	99.27	85.69
22SA11	hap23	N	99.28	85.84
22SA10	hap23	N	99.27	85.67
22WA45	hap23	N	99.35	87.12
22WA46	hap23	N	99.31	86.42
22WA47	hap23	N	99.22	84.84
22WA55	hap23	N	99.27	85.68
22WA23	hap23	N	99.23	85.09
22WA32	hap23	N	99.39	88.02
22SA92-02	hap23	N	99.26	85.55
23WA16	hap23	N	99.34	87.02
23WA44	hap23	N	99.25	85.29
Pca203	hap24	N	99.53	90.61
20NSW19	hap24	N	99.68	93.57
20NSW20	hap24	N	99.67	93.34
20ACT27	hap24	N	99.74	94.66
21ACT106	hap24	N	99.68	93.50
21ACT112	hap24	N	99.68	93.48
21NSW141	hap24	N	99.68	93.58
21WA138	hap24	N	99.69	93.61
22SA12	hap24	N	99.74	94.66
22WA27	hap24	N	99.70	93.87
22WA22	hap24	N	99.73	94.48
22WA43	hap24	N	99.74	94.72
22VIC01	hap24	N	99.72	94.22
22NSW121	hap24	N	99.70	93.80
22NSW75	hap24	N	99.72	94.31
22NSW76	hap24	N	99.87	97.38
22NSW84	hap24	N	99.71	93.99
22VIC49	hap24	N	99.95	98.93
22VIC67	hap24	N	99.83	96.51
22VIC71	hap24	N	99.71	94.10
22VIC74	hap24	N	99.83	96.52
22WA18	hap24	N	99.69	93.65
22WA19	hap24	N	99.68	93.58
22WA26	hap24	N	99.76	95.15
22WA62	hap24	N	99.76	95.03
22WA63	hap24	N	99.70	93.94
22WA65	hap24	N	99.73	94.58
22VIC68	hap24	N	99.68	93.56
22VIC69	hap24	N	99.69	93.60
22VIC70	hap24	N	99.69	93.67
22VIC72	hap24	N	99.70	93.87
22NSW77	hap24	N	99.72	94.33
22NSW78	hap24	N	99.71	94.05
22NSW82	hap24	N	99.88	97.46
22NSW95	hap24	N	99.68	93.53
22NSW96	hap24	N	99.69	93.66
22NSW98	hap24	N	99.68	93.49
22NSW99	hap24	N	99.69	93.62
22NSW100	hap24	N	99.68	93.54
22NSW104	hap24	N	99.87	97.29
22SA131	hap24	N	99.73	94.39
23WA01	hap24	N	99.73	94.42
23VIC03	hap24	N	99.71	94.04
23WA17	hap24	N	99.75	94.78
23SA22	hap24	N	99.77	95.34
23NSW25	hap24	N	99.70	93.86
23SA52	hap24	N	99.71	94.08
23VIC53	hap24	N	99.73	94.40
23VIC59	hap24	N	99.71	94.04
20ACT14	hap24	1	99.99	99.87
20ACT25	hap24	1	100.00	99.94
20QLD11	hap24	1	99.99	99.86
20QLD86	hap24	1	99.99	99.86
20WA97	hap24	1	99.99	99.86
21NSW100	hap24	1	99.99	99.87
21NSW102	hap24	1	99.99	99.78
21QLD135	hap24	1	99.99	99.87
22NSW08	hap24	1	99.99	99.88
22NSW79	hap24	1	99.99	99.83
22QLD110	hap24	1	99.99	99.81
22QLD118	hap24	1	99.99	99.86
22NSW103	hap24	1	99.99	99.88
22NSW107	hap24	1	99.99	99.83
22NSW123	hap24	1	99.99	99.88
22NSW97	hap24	1	99.99	99.81
22QLD114	hap24	1	99.99	99.87
22QLD116	hap24	1	100.00	99.91
22VIC117	hap24	1	100.00	99.91
22SA132	hap24	1	99.99	99.88
22VIC126	hap24	1	100.00	99.92
22VIC128	hap24	1	99.99	99.81
22NSW80	hap24	1	99.99	99.87
22NSW81	hap24	1	99.99	99.89
22NSW101	hap24	1	99.99	99.83
22NSW102	hap24	1	99.99	99.84
22NSW105	hap24	1	99.99	99.78
22NSW106	hap24	1	99.99	99.83
22NSW108	hap24	1	99.99	99.89
22NSW109	hap24	1	99.99	99.85
22VIC130	hap24	1	99.99	99.80
23WA07	hap24	1	99.99	99.87
23VIC09	hap24	1	99.99	99.84
23WA20	hap24	1	99.99	99.86
23WA43	hap24	1	99.99	99.87
20ACT40	hap24	2	100.00	99.93
20ACT80	hap24	2	100.00	99.96
21ACT105	hap24	2	100.00	99.90
21ACT116	hap24	2	100.00	99.99
21NSW142	hap24	2	99.99	99.86
23NSW13	hap24	2	100.00	99.90
22WA50	hap24	3	100.00	99.91
22WA51	hap24	3	100.00	99.90
22QLD111	hap24	3	100.00	99.90
22QLD112	hap24	3	99.99	99.88
TW-19061	hap24	4	99.68	93.54
TW-NTU01	hap24	4	99.68	93.58
TW-NTU03	hap24	4	99.69	93.65
TW-NTU04	hap24	4	99.68	93.55
TW-SW01	hap24	4	99.69	93.60
20WA71	hap24	N	99.83	96.51
20WA72	hap24	N	99.79	95.78
20WA93	hap24	N	99.78	95.53
20WA95	hap24	N	99.79	95.77
21WA136	hap24	N	99.79	95.66
21WA137	hap24	N	99.79	95.63
22WA25	hap24	N	99.83	96.47
22WA34	hap24	N	99.90	97.87
23SA24	hap24	N	99.81	96.16
23SA31	hap24	N	99.81	96.14
90AR100-1	hap24	N	99.66	93.12
90MN14B-1	hap24	N	99.33	86.85
90MN7B-1	hap24	N	99.34	87.02
90KS101-1	hap24	N	99.71	94.13
90MN153-1	hap24	N	99.72	94.25
90MN3B-1	hap24	N	99.72	94.23
90TX52-1	hap24	N	99.72	94.34
90TX58-1	hap24	N	99.71	94.18
17FL16-1	hap24	N	99.70	93.92
17LA50-2	hap24	N	99.76	95.03
17LA50-3	hap24	N	99.70	93.91
17TX12-3	hap24	N	99.70	93.94
17TX15-3	hap24	N	99.71	94.03
17TX44-3	hap24	N	99.71	94.01
17TX59-2	hap24	N	99.71	94.16
18MNBT-34	hap24	N	99.32	86.60
18MNBT-36	hap24	N	99.35	87.22
18MNBT-50	hap24	N	99.31	86.46
20WA73	hap24	N	99.88	97.56
20WA94	hap24	N	99.90	97.84
22WA31	hap24	N	99.89	97.70
22WA30	hap24	N	99.89	97.65
22WA09	hap24	N	99.90	98.01
22WA86	hap24	N	99.89	97.78
22WA88	hap24	N	99.91	98.11
22WA89	hap24	N	99.90	97.85
22WA64	hap24	N	99.88	97.58
23VIC51	hap24	N	99.95	98.93
23NSW54	hap24	N	99.89	97.69
21WA134	hap24	N	99.83	96.53
22WA15	hap24	N	99.78	95.48
22WA28	hap24	N	99.78	95.51
22WA33	hap24	N	99.84	96.77
22WA56	hap24	N	99.77	95.33
22WA57	hap24	N	99.79	95.74
22WA58	hap24	N	99.77	95.28
20WA89	hap24	N	99.85	96.87
21WA139	hap24	N	99.82	96.38
12NC29	hap24	N	99.72	94.20
12SD80	hap24	N	99.36	87.31
15FL1-2	hap24	N	99.31	86.39
15FL1-4	hap24	N	99.34	86.95
15MN10-4	hap24	N	99.31	86.55
15MN10-5	hap24	N	99.32	86.58
15MN13-4	hap24	N	99.27	85.72
15MN14-4	hap24	N	99.30	86.32
15MN16-3	hap24	N	99.31	86.48
15MN17-5	hap24	N	99.31	86.44
15MN18-1	hap24	N	99.29	86.14
15MN18-3	hap24	N	99.30	86.30
15MN23-1	hap24	N	99.30	86.29
15MN24-1	hap24	N	99.31	86.40
15MN25-3	hap24	N	99.32	86.70
15MN27-3	hap24	N	99.28	85.92
15MS7-1	hap24	N	99.30	86.26
15ND19-5	hap24	N	99.27	85.74
15ND20-3	hap24	N	99.29	86.12
15ND20-4	hap24	N	99.27	85.79
15NE8-4	hap24	N	99.26	85.58
15NE8-5	hap24	N	99.27	85.79
15NE9-1	hap24	N	99.31	86.43
15NE9-3	hap24	N	99.31	86.50
15OH12-3	hap24	N	99.33	86.82
15SD11-1	hap24	N	99.28	86.00
15SD11-2	hap24	N	99.33	86.88
15SD30-1	hap24	N	99.30	86.36
15SD30-3	hap24	N	99.31	86.42
15TX3-1	hap24	N	99.31	86.46
16IL75-3	hap24	N	99.36	87.33
16MN100-2	hap24	N	99.29	86.03
16MN101-1	hap24	N	99.31	86.42
16MN102-1	hap24	N	99.30	86.34
16MN102-3	hap24	N	99.30	86.26
16MN105-1	hap24	N	99.28	85.87
16MN106-3	hap24	N	99.30	86.26
16MN107-1	hap24	N	99.33	86.87
16MN107-3	hap24	N	99.29	86.03
16MN110-1	hap24	N	99.30	86.20
16MN110-2	hap24	N	99.30	86.33
16MN118-2	hap24	N	99.27	85.75
16MN119-1	hap24	N	99.29	86.17
16MN121-2	hap24	N	99.33	86.83
16MN84-1	hap24	N	99.31	86.54
16MN85-1	hap24	N	99.34	87.05
16MN88-3	hap24	N	99.30	86.20
16MN90-2	hap24	N	99.30	86.36
16MN93-1	hap24	N	99.36	87.43
16MN93-2	hap24	N	99.32	86.57
16MN94-1	hap24	N	99.33	86.92
16MN94-2	hap24	N	99.39	87.86
16MN98-2	hap24	N	99.25	85.39
16MN98-3	hap24	N	99.29	86.12
16MN99-1	hap24	N	99.32	86.56
16MN99-2	hap24	N	99.30	86.35
16MN99-3	hap24	N	99.28	85.86
16SD69-1	hap24	N	99.33	86.76
16SD74-2	hap24	N	99.33	86.76
16WI76-1	hap24	N	99.31	86.42
17AR69-3	hap24	N	99.36	87.30
17FL20-1	hap24	N	99.31	86.54
17FL20-2	hap24	N	99.31	86.53
17FL20-3	hap24	N	99.31	86.39
17FL21-2	hap24	N	99.34	87.03
17FL22-2	hap24	N	99.34	87.00
17FL23-1	hap24	N	99.34	86.99
17FL23-2	hap24	N	99.34	86.98
17FL26-3	hap24	N	99.33	86.91
17IA105-1	hap24	N	99.37	87.62
17IA106-3	hap24	N	99.33	86.80
17IA108-2	hap24	N	99.30	86.35
17IA111-3	hap24	N	99.31	86.44
17IA116-1	hap24	N	99.31	86.48
17IL75-3	hap24	N	99.31	86.50
17IL76-1	hap24	N	99.30	86.32
17LA48-2	hap24	N	99.37	87.51
17LA49-3	hap24	N	99.32	86.70
17LA67-2	hap24	N	99.32	86.65
17MN145-1	hap24	N	99.31	86.46
17MN145-2	hap24	N	99.30	86.36
17MN146-1	hap24	N	99.31	86.54
17MN146-2	hap24	N	99.31	86.45
17MN150-1	hap24	N	99.32	86.63
17MN150-2	hap24	N	99.31	86.56
17MN78-2	hap24	N	99.32	86.64
17MNBT-10	hap24	N	99.33	86.84
17MNBT-11	hap24	N	99.33	86.75
17MNBT-12	hap24	N	99.32	86.74
17MNBT-13	hap24	N	99.31	86.53
17MNBT-14	hap24	N	99.32	86.59
17MNBT-15	hap24	N	99.30	86.22
17MNBT-16	hap24	N	99.32	86.72
17MNBT-17	hap24	N	99.33	86.82
17MNBT-18	hap24	N	99.29	86.19
17MNBT-19	hap24	N	99.29	86.13
17MNBT-20	hap24	N	99.37	87.50
17MNBT-21	hap24	N	99.31	86.48
17MNBT-23	hap24	N	99.29	86.04
17MNBT-24	hap24	N	99.32	86.67
17MNBT-2	hap24	N	99.32	86.74
17MNBT-3	hap24	N	99.34	86.96
17MNBT-4	hap24	N	99.31	86.42
17MNBT-5	hap24	N	99.34	87.02
17MNBT-6	hap24	N	99.30	86.26
17MNBT-7	hap24	N	99.31	86.48
17MNBT-8	hap24	N	99.30	86.22
17MNBT-9	hap24	N	99.31	86.45
17MS65-1	hap24	N	99.30	86.22
17MS65-3	hap24	N	99.30	86.28
17SD126-1	hap24	N	99.30	86.27
17SD126-2	hap24	N	99.34	87.03
17SD126-3	hap24	N	99.29	86.06
17SD129-3	hap24	N	99.32	86.60
17SD132-1	hap24	N	99.28	85.92
17SD133-2	hap24	N	99.29	86.08
17SD80-2	hap24	N	99.39	87.85
17TX1-2	hap24	N	99.30	86.28
17TX62-3	hap24	N	99.32	86.56
17TX9-2	hap24	N	99.36	87.43
18MNBT-37	hap24	N	99.37	87.60
18MNBT-38	hap24	N	99.31	86.45
18MNBT-39	hap24	N	99.28	85.97
18MNBT-41	hap24	N	99.32	86.59
18MNBT-42	hap24	N	99.28	85.88
18MNBT-43	hap24	N	99.41	88.23
18MNBT-44	hap24	N	99.30	86.31
18MNBT-45	hap24	N	99.48	89.70
18MNBT-46	hap24	N	99.31	86.43
18MNBT-47	hap24	N	99.32	86.62
18MNBT-49	hap24	N	99.29	86.15
18MNBT-51	hap24	N	99.30	86.24
18MNBT-52	hap24	N	99.35	87.29
18MNBT-53	hap24	N	99.31	86.48
18MNBT-54	hap24	N	99.31	86.55
18MNBT-55	hap24	N	99.29	86.12
18MNBT-56	hap24	N	99.28	85.84
18MNBT-57	hap24	N	99.30	86.23
18MNBT-58	hap24	N	99.30	86.29
90GA16-1	hap24	N	99.71	94.11
90LA38-1	hap24	N	99.71	94.16
90MN137-1	hap24	N	99.33	86.82
90MN13B-3	hap24	N	99.34	87.06
90MN148-1	hap24	N	99.34	87.09
90MN17B-1	hap24	N	99.38	87.76
90MN1B-1	hap24	N	99.35	87.21
90MN2B-1	hap24	N	99.35	87.19
90MN5B-1	hap24	N	99.77	95.36
