isolate	haplotype	interest	ident	contain
Pca60-7	hap14	N	99.73	94.53
Pca61-8	hap14	N	99.73	94.49
Pca62-9	hap14	N	99.73	94.55
Pca65-12	hap14	N	99.74	94.64
Pca70-17	hap14	N	99.73	94.49
Pca70-2	hap14	N	99.73	94.50
Pca73-20	hap14	N	99.73	94.49
Pca77-46	hap14	N	99.82	96.32
PCA84-1-1_1	hap14	N	99.73	94.54
PCA84-1-1	hap14	N	99.73	94.51
Pca85-1	hap14	N	99.73	94.50
Pca85-26	hap14	N	99.73	94.50
UVPca10-98	hap14	N	99.73	94.49
UVPca14-98	hap14	N	99.73	94.46
UVPca1-98	hap14	N	99.73	94.54
UVPca8-98	hap14	N	99.73	94.54
22WA53	hap14	N	99.71	94.16
22WA54	hap14	N	99.71	94.05
22WA29	hap14	N	99.71	94.16
22SA11	hap14	N	99.71	94.13
22SA10	hap14	N	99.71	94.12
22WA45	hap14	N	99.79	95.73
22WA46	hap14	N	99.75	94.95
22WA47	hap14	N	99.70	93.81
22WA55	hap14	N	99.75	94.82
22WA23	hap14	N	99.71	94.03
22WA32	hap14	N	99.79	95.67
22SA92-02	hap14	N	99.72	94.19
23WA16	hap14	N	99.74	94.71
23WA44	hap14	N	99.71	94.00
